phrase,intent,parameters
включи вентиляцию сидений,seat_vent_set,
открой люк на крыше,sunroof_set,
закрой люк на крыше,sunroof_close,
поставь источник на радио,media_source_set,"{""source"": ""radio""}"
повтори плейлист,media_repeat_set,
перемешай треки,media_shuffle_set,
переключи на следующий трек,next_track,
верни на предыдущий трек,previous_track,
"проложи маршрут через серпантин, не спеша",nav_start,"{""destination"": ""серпантин""}"
ночью фары включи,headlights_set,
поставь ближний свет,headlights_set,
освети дорогу фарами,headlights_set,
ночной режим фар включи,headlights_set,
переключи на ближний свет,headlights_set,
включи дворники,wipers_set,
поставь дворники на среднюю скорость,wipers_set,
ночной дворник активируй,wipers_set,
навигатор путается — начинай заново,nav_start,
начни новую навигацию к дому,nav_start,
покажи маршрут в центр города,nav_start,
поправь маршрут к офису,nav_start,
переразгрузи маршрут через туннель,nav_start,
отмени маршрут,nav_cancel,
укажите адрес дома,nav_start,
попутный маршрут к даче,nav_start,
покажи альтернативные маршруты,nav_start,
сделай паузу навигации,nav_cancel,
включи обдув лобового стекла,defrost_set,
включи обдув лобового стекла на максимум,defrost_set,
установи климат в автомат,ac_mode_set,
включи климат-контроль,ac_set,
отключи кондиционер,ac_off,
поставь режим обдува на авто,ac_mode_set,
включи обогрев сидений,seat_heater_set,
поставь режим AUTO,ac_mode_set,
включи окно водителя,window_set,
подними окно,window_set,
опусти окно водителя,window_set,
открой люк,sunroof_set,
закрой люк,sunroof_close,
включи радио,radio_set,
выбери следующую песню,next_track,
поставь музыку на паузу,media_pause,
перемотай вперед,next_track,
перемотай назад,previous_track,
увеличь громкость,volume_change,
уменьши громкость,volume_change,
установи громкость на максимум,volume_set,
переключи источник медиа,media_source_set,
помоги выбрать музыку,chitchat,
не отвлекайся — держи дорогу,chitchat,
как идут дела на трассе,chitchat,
скажи погоду за окном,chitchat,
помоги найти заправку поблизости,chitchat,
"напомни, когда будет поворот",chitchat,
посоветуй маршрут без пробок,chitchat,
расскажи анекдот,chitchat,
сделай тише,volume_mute_set,
как идёт дорога домой,chitchat,
будь осторожен за рулём,chitchat,
сообщи маршрут на ближайшую развязку,chitchat,
поворот через километр,nav_start,
звонок другу,call_start,
открой правое окно,window_set,"{""window"": ""right"", ""action"": ""open""}"
установи кондиционер на охлаждение,ac_set,"{""mode"": ""cool""}"
установи режим автообдува,ac_mode_set,"{""mode"": ""auto""}"
включи обогрев сидений водителя,seat_heater_set,"{""seat"": ""driver"", ""state"": ""on""}"
разогрей сиденье пассажира,seat_heater_set,"{""seat"": ""passenger"", ""state"": ""on""}"
включи обогрев лобового стекла,defrost_set,"{""mode"": ""defrost"", ""position"": ""front""}"
включи разморозку заднего стекла,defrost_set,"{""mode"": ""defrost"", ""position"": ""rear""}"
поставь климат в авто,ac_mode_set,"{""mode"": ""auto""}"
настрой навигацию к дому,nav_start,"{""destination"": ""home""}"
проложи маршрут к работе,nav_start,"{""destination"": ""work""}"
настрой радио на 102.4,radio_set_station,"{""station"": ""102.4""}"
выбери станцию 99.1,radio_set_station,"{""station"": ""99.1""}"
переключи радиостанцию,radio_set,
поставь следующий трек,next_track,
верни предыдущий трек,previous_track,
включи случайный порядок,media_shuffle_set,"{""state"": ""on""}"
включи повтор дорожек,media_repeat_set,"{""state"": ""on""}"
регулируй громкость вверх,volume_change,
установи громкость на пятьдесят,volume_set,"{""volume"": 50}"
уменьши громкость до 15,volume_set,"{""volume"": 15}"
выключи звук,volume_mute_set,
сделай громкость тише,volume_change,
сделай громкость погромче,volume_change,
подключи потоковую музыку,media_source_set,"{""source"": ""streaming""}"
подключи Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
поставь уровень громкости 50,volume_set,"{""volume"": 50}"
включи стеклоочистители,wipers_set,"{""state"": ""on""}"
включи дождевой режим,rain_set,"{""state"": ""on""}"
подогрев руля,wheel_heater_set,"{""state"": ""on""}"
поговори со мной,chitchat,"{""topic"": ""general""}"
помоги выбрать маршрут,nav_start,"{""mode"": ""suggest""}"
покажи карту,nav_start,"{""mode"": ""map""}"
сделай паузу,media_pause,
перезвони последний номер,call_start,
начни звонок другу,call_start,"{""contact"": ""friend""}"
включи режим Eco,ac_mode_set,"{""mode"": ""eco""}"
активируй режим Eco в кондиционере,ac_mode_set,"{""mode"": ""eco""}"
настрой обдув на боковые,ac_fan_set,"{""position"": ""side""}"
установи скорость вентилятора три,ac_fan_set,"{""level"": 3}"
включи фронтальный дефрост,defrost_set,"{""position"": ""front""}"
разморозь заднее стекло,defrost_set,"{""position"": ""rear""}"
переключи канал,radio_set,
поставь любимую станцию,radio_set,"{""favorite"": true}"
настрой радиостанцию джаз,radio_set,"{""genre"": ""jazz""}"
проверь уровень громкости,volume_change,
снизь громкость музыки,volume_change,
попробуй голосовое напоминание,chitchat,"{""topic"": ""reminder""}"
мне нужна помощь,chitchat,"{""topic"": ""assistance""}"
включи авто режим кондиционера,ac_mode_set,"{""mode"": ""auto""}"
включи подогрев сидений пассажира,seat_heater_set,"{""seat"": ""passenger"", ""state"": ""on""}"
Открой окно,window_set,"{""position"": ""open""}"
Закрой окно,window_set,"{""position"": ""close""}"
Открой правое переднее окно,window_set,"{""window"": ""right_front"", ""position"": ""open""}"
Установи температуру 22 градуса,ac_set,"{""temperature"": 22}"
Установи режим охлаждения,ac_mode_set,"{""mode"": ""cool""}"
Увеличь скорость вентилятора,ac_fan_set,"{""fan_speed"": ""high""}"
Установи подогрев сиденья водителя на средний,seat_heater_set,"{""seat"": ""driver"", ""level"": 2}"
Включи обогрев сиденья пассажира,seat_heater_set,"{""seat"": ""passenger"", ""level"": 1}"
Установи подогрев водительского сиденья на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": 3}"
Включи вентиляцию сиденья водителя,seat_vent_set,"{""seat"": ""driver"", ""level"": 1}"
Слушай музыку,play_music,
Останови воспроизведение,stop_music,
Приостанови трек,media_pause,
Перейди к следующему треку,next_track,
Верни назад трек,previous_track,
Увеличь громкость на 10,volume_change,"{""delta"": 10}"
Установи громкость на 40 процентов,volume_set,"{""level"": 40}"
Выключи звук на время,volume_mute_set,"{""muted"": true}"
Выбери Bluetooth как источник,media_source_set,"{""source"": ""bluetooth""}"
Повтори трек,media_repeat_set,"{""mode"": ""repeat""}"
Сделай случайное воспроизведение,media_shuffle_set,"{""mode"": ""shuffle""}"
Переключи радио на 102.5,radio_set_station,"{""station"": ""102.5""}"
"Как дела, ассистент?",chitchat,
Наведи маршрут до дома,nav_start,"{""destination"": ""home""}"
Найди ближайшую заправку,nav_start,"{""destination"": ""gas_station""}"
Позвони Ивану,call_start,"{""contact"": ""Иван""}"
Сбрось звонок,call_hangup,
Включи дворники на полную,wipers_set,"{""speed"": ""high""}"
Включи дворники на интервал,wipers_set,"{""speed"": ""intermittent""}"
Включи режим дождя,rain_set,"{""mode"": ""rain""}"
Подогрей руль,wheel_heater_set,"{""state"": ""on""}"
Установи режим обогрева руля на средний,wheel_heater_set,"{""level"": ""medium""}"
Какая радиостанция сейчас играет,chitchat,
Переключи источник на USB,media_source_set,"{""source"": ""usb""}"
Уменьши шум на 5 пунктов,volume_change,"{""delta"": -5}"
Установи громкость на 25 процентов,volume_set,"{""level"": 25}"
Включи тихий режим звука,volume_mute_set,"{""muted"": true}"
Найди станции в диапазоне 90.1,radio_set_station,"{""station"": ""90.1""}"
Установи повтор трека на повтор,media_repeat_set,"{""mode"": ""repeat""}"
Включи случайный порядок воспроизведения,media_shuffle_set,"{""mode"": ""shuffle""}"
Включи радио на станцию Радио России,radio_set_station,"{""station"": ""Радио России""}"
Наведи маршрут к аэропорту,nav_start,"{""destination"": ""airport""}"
Отмени текущее направление,nav_cancel,
Ответь на входящий звонок,call_answer,
Заглуши звонок,call_hangup,
Включи задний свет,headlights_set,"{""state"": ""on"", ""mode"": ""low_beam""}"
Поддержи дворники на минимальной скорости,wipers_set,"{""speed"": ""low""}"
Включи обогрев руля на минимальную силу,wheel_heater_set,"{""level"": ""low""}"
Спросим: как обходит пробку,chitchat,
Включи кондиционер в экономичном режиме,ac_mode_set,"{""mode"": ""economy""}"
Запусти навигацию к магазину поблизости,nav_start,"{""destination"": ""store""}"
Установи кондиционер на 22 градуса,ac_set,"{""temperature"": 22}"
Уменьши скорость вентилятора до минимума,ac_fan_set,"{""level"": ""minimum""}"
Включи подогрев сиденья водителя,seat_heater_set,"{""seat"": ""driver""}"
Выключи климат полностью,ac_off,
Переключи режим обдува на лицо,ac_mode_set,"{""mode"": ""face""}"
Установи скорость вентилятора на максимум,ac_fan_set,"{""level"": ""maximum""}"
Переключи радиостанцию на 98.6,radio_set_station,"{""station"": ""98.6""}"
Настрой радио на волну Маяк,radio_set_station,"{""station"": ""Маяк""}"
Уменьши громкость радио,volume_change,"{""source"": ""radio"", ""direction"": ""down""}"
Установи громкость на 40,volume_set,"{""level"": 40}"
Включи Bluetooth-плейлист,media_source_set,"{""source"": ""bluetooth""}"
Повтори текущий трек,media_repeat_set,"{""mode"": ""repeat_one""}"
Переключи на предыдущий трек,previous_track,
Играй любимый плейлист,play_music,"{""playlist"": ""favorites""}"
Сделай паузу воспроизведения,media_pause,
Найди маршрут до дома,nav_start,"{""destination"": ""home""}"
Отменить навигацию,nav_cancel,
Подогрей рулевое колесо,wheel_heater_set,"{""position"": ""driver""}"
Установи подогрев сидений пассажира,seat_heater_set,"{""seat"": ""passenger""}"
Поставь обогрев задних сидений,seat_heater_set,"{""seat"": ""rear""}"
Направь воздух на ноги,seat_vent_set,"{""zone"": ""legs""}"
Сделай обдув лица и груди,ac_mode_set,"{""mode"": ""face_and_upper""}"
Установи авто режим климата,ac_mode_set,"{""mode"": ""auto""}"
Установи авто режим климата (2),ac_mode_set,"{""mode"": ""auto""}"
Установи авто режим климата (3),ac_mode_set,"{""mode"": ""auto""}"
Найди ближайшую парковку,nav_start,"{""destination"": ""parking""}"
Установи ночной режим подсветки панели,headlights_set,"{""mode"": ""night""}"
Настрой маршрут без платных дорог,nav_start,"{""avoid"": ""tolls""}"
Планируй маршрут через центр города,nav_start,"{""destination"": ""center_city""}"
Найди маршрут к офису,nav_start,"{""destination"": ""office""}"
Добавь точку в маршрут,nav_start,"{""action"": ""add_waypoint""}"
Измени маршрут через второстепенную дорогу,nav_start,"{""via"": ""secondary""}"
Переключи экран на карту,nav_start,"{""view"": ""map""}"
Какой сегодня трафик по трассе,chitchat,"{""topic"": ""traffic""}"
Как прошел день за рулем,chitchat,
Скажи шутку про автомобили,chitchat,
"Побеседуй со мной, водитель",chitchat,
Сделай ночной режим дисплея,headlights_set,"{""mode"": ""night_display""}"
Разреши голосовой поиск в навигации,nav_start,"{""enabled"": true}"
Поставь громкость на максимум,volume_set,"{""level"": 100}"
Сделай громче в салоне,volume_change,"{""direction"": ""up"", ""source"": ""car""}"
Сделай подсветку приборов ярче,headlights_set,"{""level"": ""brighten""}"
Поменяй источник музыки на CD,media_source_set,"{""source"": ""cd""}"
Переключи режим ветра на авто,ac_mode_set,"{""mode"": ""auto""}"
Попроси включить радио на хват,radio_set,"{""station"": ""hold""}"
Подключи смартфон через USB,media_source_set,"{""source"": ""usb""}"
Сократи использование оборотов двигателя,ac_fan_set,"{""rpm"": ""reduced""}"
Покажи карту маршрута на экран,nav_start,"{""view"": ""map""}"
Укажи время прибытия,nav_start,"{""mode"": ""time""}"
опусти правое окно,window_set,"{""direction"": ""down"", ""side"": ""right""}"
опусти оба окна,window_set,"{""direction"": ""down"", ""side"": ""both""}"
регулируй климат внутри,ac_set,"{""mode"": ""auto""}"
скорость вентилятора максимум,ac_fan_set,"{""level"": ""max""}"
обогрей лобовое стекло,defrost_set,"{""target"": ""front"", ""level"": ""normal""}"
разморозь лобовое стекло до максимума,defrost_set,"{""target"": ""front"", ""level"": ""max""}"
включи климат,ac_set,"{""mode"": ""auto""}"
охлади салон,ac_set,"{""mode"": ""cool""}"
выключи музыку,stop_music,
пауза,media_pause,
следующая дорожка,next_track,
предыдущая дорожка,previous_track,
измени громкость,volume_change,"{""delta"": ""up""}"
установи громкость на пять,volume_set,"{""level"": 5}"
выбери источник аудио,media_source_set,"{""source"": ""auto""}"
перемешай плейлист,media_shuffle_set,
включи радиостанцию,radio_set,
установи радиостанцию сто пять,radio_set_station,"{""station"": 105}"
запусти маршрут к дому,nav_start,"{""destination"": ""home""}"
положи трубку,call_hangup,
подогрей водительское сиденье,seat_heater_set,"{""position"": ""driver""}"
как дела,chitchat,"{""topic"": ""general""}"
покажи прогноз погоды,chitchat,"{""topic"": ""weather""}"
переключи источник на Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
прибавь громкость на пять,volume_set,"{""level"": 5}"
уменьши громкость на два,volume_change,"{""delta"": ""-2""}"
переключи источник на телефон,media_source_set,"{""source"": ""phone""}"
включи ночной режим климата,ac_mode_set,"{""mode"": ""night""}"
установи режим охлаждения салона,ac_mode_set,"{""mode"": ""cool""}"
поставь подогрев руля,wheel_heater_set,"{""level"": ""medium""}"
поставь радиостанцию NPR,radio_set_station,"{""station"": ""NPR""}"
сделай паузу в музыке,media_pause,
переключи музыку с телефона,media_source_set,"{""source"": ""phone""}"
вернись к текущему маршруту,nav_start,"{""resume"": true}"
выключи кондиционер полностью,ac_off,
включи автоматический климат,ac_set,"{""mode"": ""auto""}"
Установи температуру в салоне 22,ac_set,"{""temperature"": 22}"
Установи температуру 23 градуса,ac_set,"{""temperature"": 23}"
Включи режим авто в кондиционере,ac_mode_set,"{""mode"": ""auto""}"
Установи скорость вентилятора на 3,ac_fan_set,"{""level"": 3}"
Включи подогрев сиденья водителю на 2,seat_heater_set,"{""seat"": ""driver"", ""level"": 2}"
Включи вентиляцию сиденья водителю на 1,seat_vent_set,"{""seat"": ""driver"", ""level"": 1}"
Включи обдув стекол,defrost_set,"{""mode"": ""defrost""}"
Переключи на следующую песню,next_track,"{""direction"": ""next""}"
Верни предыдущую песню,previous_track,"{""direction"": ""previous""}"
Уменьши громкость на 15,volume_change,"{""delta"": -15}"
Сделай повтор песни,media_repeat_set,"{""mode"": ""repeat""}"
Выбери радиостанцию Europa FM,radio_set_station,"{""station"": ""Europa FM""}"
Поставь маршрут домой,nav_start,"{""destination"": ""домой""}"
Поставь маршрут в офис,nav_start,"{""destination"": ""офис""}"
Удали маршрут,nav_cancel,
Установи дворники на средний режим,wipers_set,"{""level"": 2}"
Запусти дождевой режим стеклоочистителей,rain_set,"{""mode"": ""rain""}"
Включи подогрев руля на 2,wheel_heater_set,"{""level"": 2}"
Как дела на дороге?,chitchat,
"Говори со мной, как настроение?",chitchat,
Поставь любимую песню,play_music,"{""source"": ""playlist""}"
Свайай источник на USB,media_source_set,"{""source"": ""usb""}"
Проведи маршрут через центр города,nav_start,"{""destination"": ""центр города""}"
Поставь тепло на сиденье пассажира,seat_heater_set,"{""seat"": ""passenger"", ""level"": 1}"
Обнови источник медиа на Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
Очисти стекла от запотевания,defrost_set,"{""mode"": ""defrost""}"
Выключи дворники,wipers_set,"{""level"": 0}"
Установи положение люка впритык,sunroof_set,"{""position"": ""closed""}"
Громкость минимальна,volume_set,"{""volume"": 0}"
Громкость на максимум,volume_set,"{""volume"": 100}"
Поставь песню в очередь,play_music,"{""source"": ""queue""}"
Включи радио из смартфона,media_source_set,"{""source"": ""phone""}"
Проложи маршрут через центр,nav_start,"{""destination"": ""центр""}"
Позвони коллеге,call_start,"{""contact"": ""коллега""}"
"Ответь на звонок, пожалуйста",call_answer,
Включи обогрев сиденья водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 1}"
Установи режим вентиляции на 2,ac_fan_set,"{""level"": 2}"
Переключи радиостанцию на Classic Rock,radio_set_station,"{""station"": ""Classic Rock""}"
Дворники выключи,wipers_set,"{""level"": 0}"
Выключи фары,headlights_set,"{""state"": ""off""}"
Открой дождевой режим,rain_set,"{""mode"": ""rain""}"
"Подскажи, что послушать сейчас",chitchat,
Сдвинь маршрут на другое место,nav_start,"{""destination"": ""другое место""}"
Какой маршрут сейчас быстрее?,chitchat,"{""topic"": ""traffic""}"
установи температуру в салоне 22 градуса,ac_set,"{""temperature"": 22}"
охлади салон до 18 градусов,ac_set,"{""temperature"": 18}"
поставь режим авто,ac_mode_set,"{""mode"": ""auto""}"
установи скорость вентилятора на три,ac_fan_set,"{""level"": 3}"
включи обогрев стекла,defrost_set,"{""zone"": ""windshield""}"
подогрей сиденье водителя на средний,seat_heater_set,"{""level"": 2}"
включи вентиляцию сиденья пассажира,seat_vent_set,"{""mode"": ""vent""}"
установи подогрев сиденья водителя на максимум,seat_heater_set,"{""level"": 3}"
открой люк крыши,sunroof_set,"{""position"": ""open""}"
включи дворники на среднюю скорость,wipers_set,"{""speed"": ""medium""}"
переключись на радиостанцию 101.5,radio_set_station,"{""station"": ""101.5""}"
проиграй любимую песню,play_music,
переключи на следующую дорожку,next_track,
переключи на предыдущую дорожку,previous_track,
прибавь громкость на три,volume_change,"{""delta"": 3}"
установи громкость 60 процентов,volume_set,"{""level"": 60}"
включи случайное воспроизведение,media_shuffle_set,"{""shuffle"": true}"
построй маршрут в центр города,nav_start,"{""destination"": ""центр города""}"
заверши вызов,call_hangup,
включи габаритные огни,headlights_set,"{""state"": ""on""}"
установи дворники на минимальную скорость,wipers_set,"{""speed"": ""low""}"
установи дворники на максимальную скорость,wipers_set,"{""speed"": ""high""}"
включи подогрев руля,wheel_heater_set,"{""state"": ""on""}"
путь в дом,nav_start,"{""destination"": ""дом""}"
установи режим ручной вентиляции,ac_mode_set,"{""mode"": ""manual""}"
установи температуру 24 градуса,ac_set,"{""temperature"": 24}"
настрой обдув лица пассажиру,ac_fan_set,"{""zone"": ""face_passenger"", ""level"": 2}"
установи вентиляцию подлокотника на средний,seat_vent_set,"{""mode"": ""mid""}"
установи стеклоочистители на среднюю скорость,wipers_set,"{""speed"": ""medium""}"
автоматический режим кондиционера,ac_mode_set,"{""mode"": ""auto""}"
установи радиостанцию 98.7,radio_set_station,"{""station"": ""98.7""}"
повтори весь плейлист,media_repeat_set,"{""mode"": ""repeat_all""}"
включи случайное воспроизведение из плейлиста,media_shuffle_set,"{""shuffle"": true}"
построй маршрут к офису,nav_start,"{""destination"": ""офис""}"
запусти радиопередачу на частоте 102.3,radio_set_station,"{""station"": ""102.3""}"
назначь уровень громкости на 25,volume_set,"{""level"": 25}"
прибавь громкость на 5,volume_change,"{""delta"": 5}"
уменьши громкость на 5,volume_change,"{""delta"": -5}"
включи обогрев сиденья водителя на минималку,seat_heater_set,"{""level"": 1}"
включи вентиляцию сиденья водителя на высокий,seat_vent_set,"{""mode"": ""vent"", ""level"": 2}"
сделай обогрев руля умеренным,wheel_heater_set,"{""state"": ""on"", ""level"": 2}"
включи режим анти запотевания,ac_mode_set,"{""mode"": ""defog""}"
переключи на радиостанцию 105.0,radio_set_station,"{""station"": ""105.0""}"
включи обогрев стекол в задней части,defrost_set,"{""zone"": ""rear_window""}"
установи авто режим кондиционера,ac_mode_set,"{""mode"": ""auto""}"
поставь скорость вентилятора на минимум,ac_fan_set,"{""level"": ""low""}"
нагрей сиденье водителя,seat_heater_set,"{""seat"": ""driver"", ""level"": 2}"
играй музыку,play_music,
поставь на паузу,media_pause,
прибавь громкость,volume_change,"{""direction"": ""up""}"
убавь громкость,volume_change,"{""direction"": ""down""}"
установи громкость на сорок,volume_set,"{""level"": 40}"
выбери Bluetooth,media_source_set,"{""source"": ""bluetooth""}"
выбери USB,media_source_set,"{""source"": ""usb""}"
переключи радио,radio_set,
настрой станцию 107.9,radio_set_station,"{""station"": ""107.9""}"
построй маршрут до дома,nav_start,"{""destination"": ""дом""}"
ответь на вызов,call_answer,
включи фары,headlights_set,"{""state"": ""on""}"
что нового за рулём,chitchat,
ты где сейчас,chitchat,
опусти окно,window_set,"{""direction"": ""down""}"
установи температуру салона 22,ac_set,"{""temperature"": 22}"
охлади салон до 18,ac_set,"{""temperature"": 18, ""mode"": ""cool""}"
разогрей салон до 24,ac_set,"{""temperature"": 24, ""mode"": ""heat""}"
настрою станцию 99.5,radio_set_station,"{""station"": ""99.5""}"
повтори текущую песню,media_repeat_set,"{""mode"": ""repeat_one""}"
поставь громкость на 25,volume_set,"{""level"": 25}"
выбери AUX,media_source_set,"{""source"": ""aux""}"
настрой станцию 103.3,radio_set_station,"{""station"": ""103.3""}"
построй маршрут к аэропорту,nav_start,"{""destination"": ""аэропорт""}"
остановить навигацию,nav_cancel,
позвони брату,call_start,"{""contact"": ""брат""}"
включи противотуманные фары,headlights_set,"{""state"": ""fog_on""}"
включи подогрев сиденья водителя на максимум,seat_heater_set,"{""seat"": ""driver"", ""level"": ""high""}"
включи вентиляцию сиденья пассажира на максимум,seat_vent_set,"{""seat"": ""passenger"", ""level"": ""high""}"
установи станцию 201.2,radio_set_station,"{""station"": ""201.2""}"
выбери источник AUX,media_source_set,"{""source"": ""aux""}"
покажи маршрут в офис,nav_start,"{""destination"": ""офис""}"
Открой окна,window_set,
Закрой окна,window_set,
Выключи климат,ac_off,
Установи режим обдува,ac_mode_set,
Настрой скорость вентилятора,ac_fan_set,
Включи подогрев сидений,seat_heater_set,
Отключи обогрев лобового стекла,defrost_set,
Открой крышу,sunroof_set,
Закрой крышу,sunroof_close,
Следующий трек,next_track,
Предыдущий трек,previous_track,
Установи громкость на ноль,volume_set,"{""level"": 0}"
Сменить источник воспроизведения,media_source_set,
Выбери источник музыки,media_source_set,
Включи повторение,media_repeat_set,
Переключись на станцию 101,radio_set_station,"{""station"": 101}"
Слушай радио сейчас,radio_set,
Начни навигацию к дому,nav_start,
Начни маршрут к офису,nav_start,
Отклонить звонок,call_hangup,
Включи обогрев руля,wheel_heater_set,
Скажи что нового,chitchat,
Где ближайшая заправка?,nav_start,
Сделай паузу музыке,media_pause,
Сделай громкость на максимум,volume_set,"{""level"": 100}"
Убавь звук на пять,volume_change,"{""level"": 5}"
Отключи звук,volume_mute_set,
Переключи станцию на шестьдесят,radio_set_station,"{""station"": 60}"
Автоматически настрой радиоприемник,radio_set,
Начни маршрут через центр города,nav_start,
Установи маршрут до аэропорта,nav_start,
Попроси прогноз погоды внутри салона,chitchat,
Скажи громкость,volume_change,
Установи режим энергосбережения,ac_mode_set,
Уменьши отопление,ac_off,
Активируй ночной режим освещения,headlights_set,
Установи скорость вентилятора на высокий,ac_fan_set,
Дай подсказку по маршруту,nav_start,
Переключись на аудиокниги,media_source_set,
Смени источник на AUX,media_source_set,
Выбери радиостанцию 99.9,radio_set_station,"{""station"": 99.9}"
ночью включи фары,headlights_set,
опусти дворники,wipers_set,
окна опусти,window_set,
мне нужна тишина,volume_mute_set,
повышай громкость,volume_change,
переключи радиостанцию на 101.5,radio_set_station,"{""station"": ""101.5""}"
поставь песню на паузу,media_pause,
следующая песня,next_track,
переключи на случайную,media_shuffle_set,
включи повтор текущей композиции,media_repeat_set,
установи авто режим климат,ac_mode_set,
регулируй вентилятор,ac_fan_set,
включи подогрев сидения водителя,seat_heater_set,
включи подогрев сиденья пассажира,seat_heater_set,
открой люк в крыше,sunroof_set,
проложи маршрут домой,nav_start,
включи дворники на максимум,wipers_set,
выбери источник CD,media_source_set,"{""source"": ""CD""}"
установи громкость на тридцать,volume_set,"{""level"": 30}"
переключи на радио 89.7,radio_set_station,"{""station"": ""89.7""}"
радио 94.2 включи,radio_set_station,"{""station"": ""94.2""}"
помоги найти парковку,nav_start,
покажи ближайшие парковки,nav_start,
помоги проложить путь к магазину,nav_start,
настрой направление к дому,nav_start,
сделай паузу и продолжай позже,media_pause,
поболтай со мной,chitchat,
как дела за рулём,chitchat,
сколько осталось ехать,nav_start,
покажи маршрут к дому,nav_start,
помоги найти ближайшую парковку,nav_start,
переключи на Spotify,media_source_set,"{""source"": ""Spotify""}"
установи авто климат в режим,ac_mode_set,
подскажи путь через центр,nav_start,
ответь на входящее,call_answer,
передай привет водителю,chitchat,
помоги вспомнить парковку,nav_start,
установи климат авто,ac_set,"{""mode"": ""auto""}"
поставь температуру 22,ac_set,"{""temperature"": 22}"
охлади салон до 20,ac_set,"{""temperature"": 20}"
нагрей салон до 24,ac_set,"{""temperature"": 24}"
выбери режим авто,ac_mode_set,"{""mode"": ""auto""}"
настрой обороты вентилятора до максимума,ac_fan_set,"{""level"": 3}"
подогрей сиденье пассажира,seat_heater_set,"{""seat"": ""passenger"", ""level"": 2}"
сделай дефрост лобового,defrost_set,"{""mode"": ""defrost""}"
переключи радиостанцию на Европа,radio_set_station,"{""station"": ""Европа""}"
поставь радиостанцию 101.5,radio_set_station,"{""station"": ""101.5""}"
включи радиопередачу,radio_set,"{""state"": ""on""}"
выключи радио,radio_set,"{""state"": ""off""}"
поставь плейлист,play_music,"{""source"": ""local""}"
играй любимую песню,play_music,"{""playlist"": ""favorite""}"
поставь паузу,media_pause,
переключись на следующий трек,next_track,
снизь громкость до 15,volume_set,"{""level"": 15}"
включи звук обратно,volume_mute_set,"{""muted"": false}"
настрой громкость на 60 процентов,volume_set,"{""level"": 60}"
переключись на USB,media_source_set,"{""source"": ""usb""}"
повтори песню,media_repeat_set,"{""mode"": ""repeat""}"
включи случайный режим,media_shuffle_set,"{""state"": ""on""}"
выбери источник Spotify,media_source_set,"{""source"": ""spotify""}"
покажи маршрут до дома,nav_start,"{""destination"": ""дом""}"
построй маршрут до работы,nav_start,"{""destination"": ""работа""}"
